Economy,region,incomegroup,Year,Ease_of_Doing_Business_Rank,Overall_DTF,Starting_a_Business_Rank,Starting_a_Business_DTF,Starting_a_Business_Procedure_Men_(number),Starting_a_Business_Time_Men_(days),Starting_a_Business_Cost_Men_(%_of_income_per_capita),Starting_a_Business_Procedure_Women_(number),Starting_a_Business_Time_Women_(days),Starting_a_Business_Cost_Women_(%_of_income_per_capita),Starting_a_Business_Paid_in_min._capital_(%_of_income_per_capita),Dealing_with_Construction_Permits_Rank,Dealing_with_Construction_Permits_DTF,Dealing_with_Construction_Permits_Procedures_(number),Dealing_with_Construction_Permits_Time_(days),Dealing_with_Construction_Permits_Cost_(%_of_warehouse_value),Dealing_with_Construction_Permits_Building_quality_control_index_(0_15),Dealing_with_Construction_Permits_Quality_of_building_regulations_index_(0_2),Dealing_with_Construction_Permits_Quality_control_before_construction_index_(0_1),Dealing_with_Construction_Permits_Quality_control_during_construction_index_(0_3),Dealing_with_Construction_Permits_Quality_control_after_construction_index_(0_3),Dealing_with_Construction_Permits_Liability_and_insurance_regimes_index_(0_2),Dealing_with_Construction_Permits_Professional_certifications_index_(0_4),Getting_Electricity_Rank,Getting_Electricity_DTF,Getting_Electricity_Procedures_(number),Getting_Electricity_Time_(days),Getting_Electricity_Cost_(%_of_income_per_capita),Getting_Electricity_Reliability_of_supply_and_transparency_of_tariff_index_(0_8),Getting_Electricity_Total_duration_and_frequency_of_outages_per_customer_a_year_(0_3),Getting_Electricity_Mechanisms_for_monitoring_outages_(0_1),Getting_Electricity_Mechanisms_for_restoring_service_(0_1),Getting_Electricity_Regulatory_monitoring_(0_1),Getting_Electricity_Financial_deterrents_aimed_at_limiting_outages_(0_1),Getting_Electricity_Communication_of_tariffs_and_tariff_changes_(0_1),Getting_Electricity_Price_of_electricity_(US_cents_per_kWh),Registering_Property_Rank,Registering_Property_DTF,Registering_Property_Procedures_(number),Registering_Property_Time_(days),Registering_Property_Cost_(%_of_property_value),Registering_Property_Quality_of_the_land_administration_index_(0_30),Registering_Property_Reliability_of_infrastructure_index_(0_8),Registering_Property_Transparency_of_information_index_(0_6),Registering_Property_Geographic_coverage_index_(0_8),Registering_Property_Land_dispute_resolution_index_(0_8),Registering_Property_Equal_access_to_property_rights_index_(_2_0),Getting_Credit_Rank,Getting_Credit_DTF,Getting_Credit_Strength_of_legal_rights_index_(0_12),Getting_Credit_Strength_of_legal_rights_index_(0_10)_old_methodology,Getting_Credit_Depth_of_credit_information_index_(0_8),Getting_Credit_Depth_of_credit_information_index_(0_6)_old_methodology,Getting_Credit_Credit_registry_coverage_(%_of_adults),Getting_Credit_Credit_bureau_coverage_(%_of_adults),Protecting_Minority_Investors_Rank,Protecting_Minority_Investors_DTF,Protecting_Minority_Investors_Strength_of_minority_investor_protection_index_(0_10),Protecting_Minority_Investors_Strength_of_investor_protection_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_conflict_of_interest_regulation_index_(0_10),Protecting_Minority_Investors_Extent_of_disclosure_index_(0_10),Protecting_Minority_Investors_Extent_of_director_liability_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10),Protecting_Minority_Investors_Ease_of_shareholder_suits_index_(0_10)_old_methodology,Protecting_Minority_Investors_Extent_of_shareholder_governance_index_(0_10),Protecting_Minority_Investors_Extent_of_shareholder_rights_index_(0_10),Protecting_Minority_Investors_Extent_of_ownership_and_control_index_(0_10),Protecting_Minority_Investors_Extent_of_corporate_transparency_index_(0_10),Paying_Taxes_Rank,Paying_Taxes_Postfiling_index_(0_100),Paying_Taxes_DTF,Paying_Taxes_Payments_(number_per_year),Paying_Taxes_Time_(hours_per_year),Paying_Taxes_Total_tax_rate_(%_of_profit),Paying_Taxes_Profit_tax_(%_of_profit),Paying_Taxes_Labor_tax_and_contributions_(%_of_profit),Paying_Taxes_Other_taxes_(%_of_profit),Paying_Taxes_Administrative_appeal_process,Trading_across_Borders_Rank,Trading_across_Borders_DTF,Trading_across_Borders_Time_to_export:_Border_compliance_(hours),Trading_across_Borders_Cost_to_export:_Border_compliance_(USD),Trading_across_Borders_Time_to_export:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_export:_Documentary_compliance_(USD),Trading_across_Borders_Time_to_import:_Border_compliance_(hours),Trading_across_Borders_Cost_to_import:_Border_compliance_(USD),Trading_across_Borders_Time_to_import:_Documentary_compliance_(hours),Trading_across_Borders_Cost_to_import:_Documentary_compliance_(USD),Trading_across_Borders_Documents_to_export_(number)_old_methodology,Trading_across_Borders_Time_to_export_(days)_old_methodology,Trading_across_Borders_Cost_to_export_(US$_per_container)_old_methodology,Trading_across_Borders_Documents_to_import_(number)_old_methodology,Trading_across_Borders_Time_to_import_(days)_old_methodology,Trading_across_Borders_Cost_to_import_(US$_per_container)_old_methodology,Enforcing_Contracts_Rank,Enforcing_Contracts_DTF,Enforcing_Contracts_Time_(days),Enforcing_Contracts_Cost_(%_of_claim),Enforcing_Contracts_Quality_of_judicial_processes_index_(0_18),Resolving_Insolvency_Rank,Resolving_Insolvency_DTF,Resolving_Insolvency_Recovery_rate_(cents_on_the_dollar),Resolving_Insolvency_Time_(years),Resolving_Insolvency_Cost_(%_of_estate),Resolving_Insolvency_Outcome_(0_as_piecemeal_sale_and_1_as_going_concern),Resolving_Insolvency_Strength_of_insolvency_framework_index_(0_16),Resolving_Insolvency_Commencement_of_proceedings_index_(0_3),Resolving_Insolvency_Management_of_debtor's_assets_index_(0_6),Resolving_Insolvency_Reorganization_proceedings_index_(0_3),Resolving_Insolvency_Creditor_participation_index_(0_4)
China,East Asia & Pacific,Upper middle income,DB2013,,59.94,,68.56,13,33,2.1,13,33,2.1,85.7,,35.21,25,279,8.3,,,,,,,,,68.23,5,145,547,,,,,,,,,,79.29,4,28,3.6,,,,,,,,56.25,,5,,4,27.7,0,,50,,5,,10,1,,4,,,,,,,60.58,9,338,67.6,,,,,,72.97,,,,,,,,,8,21,580,5,24,615,,69.89,406,15.1,,,38.41,35.7,,22,0,,,,,
China,East Asia & Pacific,Upper middle income,DB2012,,58.58,,64.73,14,38,3.6,14,38,3.6,100.4,,25.62,29,310,9.1,,,,,,,,,67.85,5,145,640.9,,,,,,,,,,79.06,4,28,3.7,,,,,,,,56.25,,5,,4,23.7,0,,50,,5,,10,1,,4,,,,,,,60.29,9,358,66.4,,,,,,73.2,,,,,,,,,8,21,500,5,24,545,,69.89,406,15.1,,,38.86,36.1,,22,0,,,,,
China,East Asia & Pacific,Upper middle income,DB2011,,59.45,,63.5,14,38,4.5,14,38,4.5,118.3,,35.84,30,280,3.9,,,,,,,,,67.38,5,145,755.2,,,,,,,,,,79.26,4,28,3.6,,,,,,,,56.25,,5,,4,16.9,0,,50,,5,,10,1,,4,,,,,,,60.3,9,358,66.3,,,,,,72.95,,,,,,,,,8,21,500,5,24,545,,69.89,406,15.1,,,39.17,36.4,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2010,,56.52,,62.67,14,38,4.9,14,38,4.9,130.9,,24.4,30,280,10.7,,,,,,,,,67.04,5,145,835.7,,,,,,,,,,79.25,4,28,3.6,,,,,,,,56.25,,5,,4,13.7,0,,50,,5,,10,1,,4,,,,,,,44.75,9,463.8,81.4,,,,,,72.97,,,,,,,,,8,21,500,5,24,545,,69.89,406,15.1,,,37.97,35.3,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2009,,,,59.78,14,41,8.4,14,41,8.4,158.1,,21.87,30,280,12.2,,,,,,,,,,,,,,,,,,,,,,79.23,4,28,3.7,,,,,,,,56.25,,5,,4,10.1,0,,50,,5,,10,1,,4,,,,,,,42.4,11,464,82.7,,,,,,71.56,,,,,,,,,8,21,460,6,24,545,,69.89,406,15.1,,,37.97,35.3,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2008,,,,60.75,13,35,8.4,13,35,8.4,190.2,,18.87,30,280,14,,,,,,,,,,,,,,,,,,,,,,79.28,4,28,3.6,,,,,,,,50,,4,,4,7.8,0,,50,,5,,10,1,,4,,,,,,,14.44,37,832,84,,,,,,72.06,,,,,,,,,8,21,390,6,24,430,,69.89,406,15.1,,,38.67,35.9,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2007,,,,59.2,13,35,9.3,13,35,9.3,213.1,,16.37,30,280,15.5,,,,,,,,,,,,,,,,,,,,,,79.36,4,28,3.6,,,,,,,,43.75,,3,,4,10.2,0,,50,,5,,10,1,,4,,,,,,,15.1,37,832,83.6,,,,,,71.92,,,,,,,,,8,21,390,6,24,430,,69.89,406,15.1,,,33.91,31.5,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2006,,,,50.97,13,48,13.6,13,48,13.6,284,,9.62,30,285,19.3,,,,,,,,,,,,,,,,,,,,,,78.12,4,28,4.2,,,,,,,,18.75,,3,,0,0.4,0,,43.33,,4.3,,10,1,,2,,,,,,,15.93,37,832,82.8,,,,,,70.53,,,,,,,,,8,23,390,6,26,430,,71.39,406,11.1,,,33.91,31.5,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2005,,,,43.43,13,48,15.9,13,48,15.9,1104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1,4,28,4.2,,,,,,,,18.75,,3,,0,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39,406,11.1,,,34.12,31.7,,22,,,,,,
China,East Asia & Pacific,Upper middle income,DB2004,,,,43.2,13,48,17.8,13,48,17.8,1236.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39,406,11.1,,,34.12,31.7,,22,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2017,53,70.92,61,89.57,6,9,7.5,6,9,7.5,0,34,76.54,10,73,6.7,11,2,1,0,3,2,3,74,73.73,5,109,581.4,6,1,1,1,1,1,1,15,53,73.29,6,16,2,16.5,6,3.5,2,5,0,2,95,12,,7,,0,92.1,13,73.33,7.3,,8,9,7,8,,6.7,6,8,6,139,47.5,58.91,12,239,69.8,22.2,18.6,28.6,N/A,121,62.83,112,545,60,90,112,545,64,50,,,,,,,174,34.29,1288,45.8,9,33,71.74,69.4,1.7,8.5,1,11,3,5.5,1.5,1
Colombia,Latin America & Caribbean,Upper middle income,DB2016,51,70.45,80,86.13,8,11,7.5,8,11,7.5,0,35,75.99,10,73,7.2,11,2,1,0,3,2,3,69,74.06,5,109,475.4,6,1,1,1,1,1,1,14.3,53,73.27,6,16,2,16.5,6,3.5,2,5,N/A,2,95,12,,7,,0,88.7,10,73.33,7.3,,8,9,7,8,,6.7,6,8,6,133,47.5,59.36,11,239,69.7,22.5,18.6,28.6,,118,62.83,112,545,60,90,112,545,64,50,,,,,,,177,32.43,1288,45.8,8,31,72.06,70,1.7,8.5,1,11,3,5.5,1.5,1
Colombia,Latin America & Caribbean,Upper middle income,DB2015,,70.37,,86.13,8,11,7.5,8,11,7.5,0,,75.67,10,73,7.4,11,2,1,0,3,2,3,,74.73,5,102,504.4,6,1,1,1,1,1,1,14.4,,73.25,6,16,2,16.5,6,3.5,2,5,,,95,12,,7,,0,87,,73.33,7.3,,8,9,7,8,8,6.7,6,8,6,,,58.36,11,239,77.3,18.6,30.1,28.6,,,62.83,112,545,60,90,112,545,64,50,4,14,2355,6,13,2470,,32.43,1288,45.8,8,,72,69.9,1.7,8.5,1,11,3,5.5,1.5,1
Colombia,Latin America & Caribbean,Upper middle income,DB2014,,70.03,,86.13,8,11,7.5,8,11,7.5,0,,76.02,10,73,7.7,,,,,,,,,74.05,5,105,541.6,,,,,,,,,,76.53,7,16,2,,,,,,,,62.5,4,5,7,5,0,83.8,,80,7.3,8,8,9,7,8,8,6.7,6,8,6,,,61.6,10,203,76.1,19.2,28.8,,,,72.34,,,,,,,,,4,14,2355,6,13,2470,,37.66,1288,47.9,,,71.11,68.3,,8.5,1,11,3,5.5,1.5,1
Colombia,Latin America & Caribbean,Upper middle income,DB2013,,68.99,,86.12,8,11,7.6,8,11,7.6,0,,75.47,10,73,8,,,,,,,,,65.21,5,165,577.7,,,,,,,,,,76.36,7,17,2,,,,,,,,62.5,,5,,5,0,72.5,,80,,8,,9,7,,8,,,,,,,61.67,10,203,76,,,,,,71.36,,,,,,,,,4,14,2355,6,13,2650,,36.24,1346,47.9,,,74.98,69.7,,8.5,1,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2012,,69.03,,86.32,8,10,8,8,10,8,0,,74.52,10,73,8.6,,,,,,,,,64.97,5,165,636.2,,,,,,,,,,76.07,7,19,2,,,,,,,,62.5,,5,,5,0,71.2,,80,,8,,9,7,,8,,,,,,,61.9,10,193,76.4,,,,,,70.1,,,,,,,,,4,14,2370,6,13,2650,,36.24,1346,47.9,,,77.68,72.2,,8.5,1,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2011,,66.85,,85.48,8,10,14.7,8,10,14.7,0,,74.15,10,73,8.8,,,,,,,,,64.75,5,165,689.6,,,,,,,,,,75.23,7,24,2,,,,,,,,62.5,,5,,5,0,63.1,,80,,8,,9,7,,8,,,,,,,52.19,21,208,80.3,,,,,,74.78,,,,,,,,,4,14,1870,6,13,1700,,36.24,1346,47.9,,,63.15,58.7,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2010,,65.7,,83.67,8,18,13.1,8,18,13.1,0,,75.2,10,74,8.1,,,,,,,,,64.7,5,165,702,,,,,,,,,,75.23,7,24,2,,,,,,,,62.5,,5,,5,0,60.5,,80,,8,,9,7,,8,,,,,,,52.19,21,208,80.3,,,,,,73.86,,,,,,,,,4,14,1870,6,14,1750,,36.24,1346,47.9,,,53.45,49.7,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2009,,,,77.96,9,34,14.9,9,34,14.9,0,,66.24,11,96,11.4,,,,,,,,,,,,,,,,,,,,,,68.29,9,27,2.4,,,,,,,,62.5,,5,,5,0,42.5,,63.33,,6.3,,9,2,,8,,,,,,,43.74,32,256,80.1,,,,,,73.3,,,,,,,,,4,14,1790,6,15,1640,,36.24,1346,47.9,,,53.45,49.7,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2008,,,,73.04,11,40,18.6,11,40,18.6,0,,64.75,12,127,9.7,,,,,,,,,,,,,,,,,,,,,,68.11,9,27,2.5,,,,,,,,62.5,,5,,5,0,39.9,,63.33,,6.3,,9,2,,8,,,,,,,22.05,70,268,84.2,,,,,,69.79,,,,,,,,,4,24,1540,6,20,1440,,36.24,1346,47.9,,,59.05,54.9,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2007,,,,71.26,12,41,19.1,12,41,19.1,0,,63.57,12,127,10.4,,,,,,,,,,,,,,,,,,,,,,67.95,9,27,2.6,,,,,,,,62.5,,5,,5,0,28.3,,63.33,,6.3,,9,2,,8,,,,,,,12.42,70,456,84,,,,,,58.5,,,,,,,,,4,34,1845,6,35,1773,,36.24,1346,47.9,,,58.38,54.2,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2006,,,,72.29,11,40,24.7,11,40,24.7,0,,62.15,12,127,11.3,,,,,,,,,,,,,,,,,,,,,,67.81,9,27,2.6,,,,,,,,62.5,,5,,5,0,31.7,,63.33,,6.3,,9,2,,8,,,,,,,12.83,70,456,83.7,,,,,,54.05,,,,,,,,,4,34,1845,6,48,1773,,36.24,1346,47.9,,,55.79,51.8,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2005,,,,72.17,11,40,25.6,11,40,25.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,9,27,2.7,,,,,,,,62.5,,5,,5,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24,1346,47.9,,,55.64,51.7,,6,,,,,,
Colombia,Latin America & Caribbean,Upper middle income,DB2004,,,,60.82,19,43,28,19,43,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12,1510,47.9,,,56.43,52.4,,6,,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2017,153,48.69,161,71.59,8,15,98.4,8,15,98.4,34.8,92,68.88,10,108,1.5,4,0,1,0,2,1,0,135,56.35,3,120,2451,0,0,0,0,0,0,0,27.9,90,63.47,4,30,4.6,7,2,0,0,5,0,118,40,6,,2,,7.9,0,145,40,4,,4.3,7,1,5,,3.7,5,4,2,168,51.5,48.41,33,100,216.5,32.1,0,184.4,N/A,107,66.18,51,651,57,124,70,765,29,93,,,,,,,179,32.05,506,89.4,5,169,0,0,N/A,N/A,0,0,2,5.5,0.5,1
Comoros,Sub-Saharan Africa,Low income,DB2016,152,47.94,157,72.89,8,15,89.7,8,15,89.7,31.4,85,69.07,10,108,1.4,4,0,1,0,2,1,0,133,57.1,3,120,2206.9,0,0,0,0,0,0,0,32.6,120,53.67,4,30,10.5,7,2,0,0,5,N/A,109,40,6,,2,,7.4,0,145,40,4,,4.3,7,1,5,,3.7,5,4,2,165,51.5,48.41,33,100,216.5,32.1,0,184.4,,106,66.18,51,651,57,124,70,765,29,93,,,,,,,179,32.05,506,89.4,5,169,0,0,N/A,N/A,0,0,2,5.5,0.5,1
Comoros,Sub-Saharan Africa,Low income,DB2015,,45.68,,61.03,8,15,86.9,8,15,86.9,226.7,,69.13,10,108,1.3,4,0,1,0,2,1,0,,57.35,3,120,2127.9,0,0,0,0,0,0,0,32.9,,53.7,4,30,10.4,7,2,0,0,5,,,30,6,,0,,0,0,,40,4,,4.3,7,1,5,5,3.7,5,4,2,,,47.37,33,100,216.5,32.1,0,184.4,,,66.18,51,651,57,124,70,765,29,93,9,31,1295,8,24,1295,,32.05,506,89.4,5,,0,0,N/A,N/A,0,0,2,5.5,0.5,1
Comoros,Sub-Saharan Africa,Low income,DB2014,,49.39,,59.96,8,15,90.3,8,15,90.3,237,,83.66,10,108,1.1,,,,,,,,,76.06,3,120,2224.9,,,,,,,,,,63.78,4,30,10.5,,,,,,,,37.5,6,6,0,0,0,0,,33.33,3.7,3.3,3.7,6,1,4,3,3.7,5,4,2,,,47.37,33,100,216.5,31.4,0,,,,59.07,,,,,,,,,9,31,1295,8,24,1295,,33.2,506,89.4,,,0,0,N/A,N/A,0,0,2,5.5,0.5,1
Comoros,Sub-Saharan Africa,Low income,DB2013,,48.5,,52.61,9,20,114.9,9,20,114.9,261.9,,83.47,10,108,1.2,,,,,,,,,75.02,3,120,2477.2,,,,,,,,,,63.67,4,30,10.5,,,,,,,,37.5,,6,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,58.84,,,,,,,,,9,31,1295,8,24,1295,,33.2,506,89.4,,,0,0,N/A,N/A,0,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2012,,47.15,,48.31,10,22,138,10,22,138,252.9,,83.54,10,108,1.2,,,,,,,,,75.41,3,120,2383.8,,,,,,,,,,53.71,4,30,16.5,,,,,,,,37.5,,6,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,59.11,,,,,,,,,9,31,1207,8,24,1191,,33.2,506,89.4,,,0,0,N/A,N/A,0,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2011,,45.29,,48.73,10,22,138.3,10,22,138.3,245.5,,83.53,10,108,1.2,,,,,,,,,75.53,3,120,2353.6,,,,,,,,,,53.71,4,30,16.5,,,,,,,,18.75,,3,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,58.73,,,,,,,,,9,31,1207,8,24,1191,,33.2,506,89.4,,,0,0,N/A,N/A,,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2010,,44.96,,46.91,10,22,144.7,10,22,144.7,261.8,,83.4,10,108,1.2,,,,,,,,,74.61,3,120,2578.1,,,,,,,,,,53.71,4,30,16.5,,,,,,,,18.75,,3,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,58.31,,,,,,,,,9,31,1207,8,24,1191,,33.2,506,89.4,,,0,0,N/A,N/A,,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2009,,,,44.78,10,22,152.3,10,22,152.3,280.8,,83.25,10,108,1.3,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,18.75,,3,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,57.79,,,,,,,,,9,31,1207,8,24,1191,,33.2,506,89.4,,,0,0,N/A,N/A,N/A,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2008,,,,43.26,10,30,148.6,10,30,148.6,280.3,,83.26,10,108,1.3,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,18.75,,3,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,58.09,,,,,,,,,9,31,1105,8,24,1108,,33.2,506,89.4,,,0,0,N/A,N/A,N/A,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2007,,,,41.4,10,30,157.8,10,30,157.8,291.7,,83.17,10,108,1.4,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,18.75,,3,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,57.89,,,,,,,,,9,31,1105,8,24,1108,,33.2,506,89.4,,,0,0,N/A,N/A,N/A,,,,,
Comoros,Sub-Saharan Africa,Low income,DB2006,,,,43.41,10,30,158,10,30,158,259.1,,83.17,10,108,1.4,,,,,,,,,,,,,,,,,,,,,,53.71,4,30,16.6,,,,,,,,18.75,,3,,0,0,0,,33.33,,3.3,,6,1,,3,,,,,,,47.37,33,100,217.9,,,,,,57.66,,,,,,,,,9,31,1105,8,24,1108,,33.2,506,89.4,,,0,0,N/A,N/A,N/A,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2017,184,37.57,96,85.49,6,11,29.3,7,12,29.3,0,114,65.89,12,122,6.2,7.5,1.5,1,1,2,1,1,175,33.59,6,54,15264,0,0,0,0,0,0,0,11.5,156,46.6,7,44,11.5,10,2,4,0,5,N/A,139,30,6,,0,,0.7,0,162,36.67,3.7,,3.7,7,1,3,,3.7,5,4,2,177,30,40.12,52,346,54.6,27.5,12.6,14.5,N/A,188,1.26,515,2223,698,2500,588,3039,216,875,,,,,,,171,36.06,610,80.6,7,169,0,0,N/A,N/A,N/A,0,2,5.5,0.5,1
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2016,184,37.53,85,85.49,6,11,29.3,7,12,29.3,0,129,62.43,10,150,6.2,5.5,1.5,0,0,2,1,1,180,33.37,6,56,15247.4,0,0,0,0,0,0,0,11.7,141,49.93,7,44,9.5,10,2,4,0,5,N/A,134,30,6,,0,,0.3,0,162,36.67,3.7,,3.7,7,1,3,,3.7,5,4,2,176,30,40.12,52,346,54.6,27.5,12.6,14.5,,188,1.26,515,2223,698,2500,588,3039,216,875,,,,,,,170,36.06,610,80.6,7,169,0,0,N/A,N/A,N/A,0,2,5.5,0.5,1
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2015,,34.54,,57.67,7,16,30,8,17,30,500,,55.72,10,150,11.6,5.5,1.5,0,0,2,1,1,,32.39,6,65,15645.5,0,0,0,0,0,0,0,11.5,,50.71,7,44,9.5,11,2,4,0,5,,,30,6,,0,,0.2,0,,36.67,3.7,,3.7,7,1,3,3,3.7,5,4,2,,,44.88,50,340,54.7,27.5,12.8,14.4,,,1.26,347,2223,698,2500,420,3039,216,875,7,44,3365,10,63,4290,,36.06,610,80.6,7,,0,0,N/A,N/A,N/A,0,2,5.5,0.5,1
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2014,,37.8,,26.77,11,31,200.1,12,32,200.1,909.1,,84.49,8,119,1.5,,,,,,,,,36.52,6,111,28850.1,,,,,,,,,,52.66,7,44,10.7,,,,,,,,37.5,6,6,0,0,0,0,,26.67,3.3,2.7,3,6,1,2,1,3.7,5,4,2,,,49.49,40,348,55.7,58.9,7.9,,,,30.39,,,,,,,,,7,44,3155,10,63,3890,,33.51,610,80.6,,,0,0,N/A,N/A,N/A,0,2,5.5,0.5,1
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2013,,35.05,,46.46,10,58,284.7,11,59,284.7,0,,84.19,8,119,1.7,,,,,,,,,36.52,6,111,33956.4,,,,,,,,,,50.91,7,44,11.5,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,31.32,40,336,339.1,,,,,,28.61,,,,,,,,,7,44,3155,10,63,3890,,30.36,610,147.6,,,0,0,N/A,N/A,N/A,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2012,,34.65,,44.7,10,65,551.4,11,66,551.4,0,,84.07,8,119,1.8,,,,,,,,,36.52,6,111,36857.1,,,,,,,,,,50.48,7,44,11.7,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,31.32,40,336,339.1,,,,,,26.98,,,,,,,,,7,44,3055,10,63,3740,,30.36,610,151.8,,,0,0,N/A,N/A,N/A,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2011,,33.57,,39.92,10,84,735.1,11,85,735.1,0,,83.77,8,119,2,,,,,,,,,36.52,6,111,41496.6,,,,,,,,,,49.45,7,44,12.2,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,31.32,40,336,339.1,,,,,,22.27,,,,,,,,,7,44,3055,10,63,3740,,30.36,610,151.8,,,0,0,N/A,N/A,N/A,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2010,,30.41,,30.15,14,126,847.6,15,127,847.6,0,,72.13,8,239,2,,,,,,,,,36.52,6,111,42978.2,,,,,,,,,,42.03,7,51,15,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,32.77,40,308,292.7,,,,,,18.1,,,,,,,,,7,44,2897,10,63,3388,,30.36,610,151.8,,,0,0,N/A,N/A,N/A,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2009,,,,30.15,14,132,935.4,15,133,935.4,0,,71.87,8,239,2.2,,,,,,,,,,,,,,,,,,,,,,43.39,7,51,14.4,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,32.77,40,308,263.3,,,,,,16.6,,,,,,,,,7,46,2897,10,66,3388,,29.82,630,151.8,,,0,0,N/A,N/A,N/A,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2008,,,,30.15,14,132,871.8,15,133,871.8,0,,71.69,8,239,2.3,,,,,,,,,,,,,,,,,,,,,,42.82,7,51,14.6,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,32.77,40,308,288.1,,,,,,16.6,,,,,,,,,7,46,2597,10,66,3088,,28.72,670,151.8,,,0,0,N/A,N/A,,,,,,
"Congo, Dem Rep",Sub-Saharan Africa,Lower middle income,DB2007,,,,30.15,14,133,1076.9,15,134,1076.9,0,,71.37,8,239,2.5,,,,,,,,,,,,,,,,,,,,,,42.57,7,51,14.8,,,,,,,,18.75,,3,,0,0,0,,23.33,,2.3,,3,3,,1,,,,,,,32.77,40,308,288.1,,,,,,16.6,,,,,,,,,7,46,2597,10,66,3088,,27.68,670,151.8,,,0,0,N/A,N/A,,,,,,
